CustomerID,time,label
13458,3/1/2011,0
14135,3/1/2011,0
14680,3/1/2011,1
12503,3/1/2011,0
17368,3/1/2011,0
14618,3/1/2011,0
14258,3/1/2011,1
15719,3/1/2011,1
13368,3/1/2011,1
12386,3/1/2011,0
17634,3/1/2011,1
15823,3/1/2011,0
16676,3/1/2011,0
14299,3/1/2011,0
12841,3/1/2011,0
16424,3/1/2011,0
18283,3/1/2011,0
12735,3/1/2011,0
13764,3/1/2011,0
13576,3/1/2011,1
13093,3/1/2011,0
13599,3/1/2011,1
18041,3/1/2011,1
13408,3/1/2011,1
13656,3/1/2011,0
12971,3/1/2011,1
14505,3/1/2011,1
12413,3/1/2011,0
15061,3/1/2011,1
14312,3/1/2011,0
13280,3/1/2011,0
15845,3/1/2011,0
13488,3/1/2011,1
15101,3/1/2011,0
16094,3/1/2011,0
16705,3/1/2011,0
16422,3/1/2011,1
14961,3/1/2011,0
14426,3/1/2011,1
12417,3/1/2011,1
16306,3/1/2011,0
13115,3/1/2011,0
16191,3/1/2011,1
13047,3/1/2011,1
12753,3/1/2011,0
17696,3/1/2011,1
14702,3/1/2011,0
14031,3/1/2011,1
13187,3/1/2011,0
14047,3/1/2011,0
16150,3/1/2011,1
16013,3/1/2011,1
16567,3/1/2011,0
17230,3/1/2011,0
12947,3/1/2011,0
14828,3/1/2011,1
16839,3/1/2011,1
16019,3/1/2011,1
12530,3/1/2011,0
16551,3/1/2011,0
13842,3/1/2011,1
15194,3/1/2011,0
12481,3/1/2011,1
16889,3/1/2011,0
16473,3/1/2011,0
12829,3/1/2011,0
13750,3/1/2011,0
13426,3/1/2011,1
12583,3/1/2011,1
13534,3/1/2011,1
14217,3/1/2011,0
12501,3/1/2011,0
15607,3/1/2011,0
15139,3/1/2011,0
16779,3/1/2011,1
12489,3/1/2011,0
14298,3/1/2011,1
17707,3/1/2011,0
15649,3/1/2011,0
18198,3/1/2011,1
12484,3/1/2011,0
15601,3/1/2011,0
18179,3/1/2011,0
17284,3/1/2011,0
13233,3/1/2011,0
14889,3/1/2011,0
12480,3/1/2011,1
16955,3/1/2011,0
14672,3/1/2011,0
13593,3/1/2011,1
14867,3/1/2011,0
15485,3/1/2011,0
17243,3/1/2011,1
16923,3/1/2011,1
15465,3/1/2011,1
13162,3/1/2011,0
13183,3/1/2011,1
13668,3/1/2011,1
17095,3/1/2011,0
17796,3/1/2011,0
12939,3/1/2011,1
14810,3/1/2011,0
14800,3/1/2011,1
15611,3/1/2011,0
14472,3/1/2011,1
17114,3/1/2011,0
13758,3/1/2011,0
15708,3/1/2011,0
15059,3/1/2011,0
16326,3/1/2011,0
17128,3/1/2011,0
14761,3/1/2011,0
12793,3/1/2011,0
17555,3/1/2011,0
12651,3/1/2011,0
13102,3/1/2011,1
13069,3/1/2011,0
16735,3/1/2011,0
16833,3/1/2011,1
17800,3/1/2011,0
16748,3/1/2011,0
14755,3/1/2011,1
16549,3/1/2011,0
15005,3/1/2011,1
17757,3/1/2011,1
13565,3/1/2011,0
18260,3/1/2011,1
17218,3/1/2011,0
15799,3/1/2011,0
15107,3/1/2011,0
14395,3/1/2011,1
18032,3/1/2011,0
13451,3/1/2011,1
12766,3/1/2011,0
14794,3/1/2011,0
12539,3/1/2011,1
16350,3/1/2011,0
12500,3/1/2011,1
18171,3/1/2011,0
16279,3/1/2011,0
13004,3/1/2011,0
12524,3/1/2011,1
15100,3/1/2011,0
17811,3/1/2011,1
16850,3/1/2011,0
14321,3/1/2011,0
15326,3/1/2011,0
17849,3/1/2011,0
13672,3/1/2011,0
14229,3/1/2011,0
17381,3/1/2011,1
13107,3/1/2011,0
16497,3/1/2011,0
16303,3/1/2011,0
14060,3/1/2011,0
17406,3/1/2011,0
15044,3/1/2011,1
17739,3/1/2011,0
15281,3/1/2011,0
15867,3/1/2011,0
12736,3/1/2011,0
17450,3/1/2011,1
13473,3/1/2011,0
14320,3/1/2011,0
16670,3/1/2011,1
12393,3/1/2011,0
15640,3/1/2011,0
13491,3/1/2011,0
17742,3/1/2011,0
16122,3/1/2011,0
16351,3/1/2011,0
12601,3/1/2011,0
13468,3/1/2011,1
13144,3/1/2011,0
15346,3/1/2011,0
15370,3/1/2011,0
17629,3/1/2011,0
12557,3/1/2011,1
12643,3/1/2011,0
16203,3/1/2011,0
14295,3/1/2011,0
16034,3/1/2011,0
13078,3/1/2011,1
17365,3/1/2011,1
12540,3/1/2011,1
15189,3/1/2011,1
14669,3/1/2011,0
18095,3/1/2011,0
15518,3/1/2011,0
15749,3/1/2011,0
14209,3/1/2011,1
16042,3/1/2011,0
15569,3/1/2011,0
12728,3/1/2011,0
17569,3/1/2011,0
13784,3/1/2011,0
14733,3/1/2011,1
12724,3/1/2011,0
13862,3/1/2011,0
16791,3/1/2011,0
16235,3/1/2011,0
15602,3/1/2011,0
14270,3/1/2011,0
12665,3/1/2011,0
12523,3/1/2011,0
15197,3/1/2011,0
16655,3/1/2011,0
16359,3/1/2011,0
17965,3/1/2011,1
15953,3/1/2011,0
17324,3/1/2011,0
12712,3/1/2011,1
16701,3/1/2011,1
12980,3/1/2011,1
13267,3/1/2011,1
14748,3/1/2011,0
13113,3/1/2011,1
16554,3/1/2011,0
12359,3/1/2011,0
15939,3/1/2011,1
14587,3/1/2011,1
14715,3/1/2011,0
17338,3/1/2011,0
14185,3/1/2011,0
12383,3/1/2011,1
12437,3/1/2011,0
14040,3/1/2011,0
12652,3/1/2011,0
15727,3/1/2011,0
14514,3/1/2011,0
12868,3/1/2011,0
15171,3/1/2011,0
14167,3/1/2011,0
15291,3/1/2011,1
17048,3/1/2011,1
16525,3/1/2011,1
17364,3/1/2011,0
13284,3/1/2011,0
17068,3/1/2011,1
15290,3/1/2011,1
16500,3/1/2011,0
12951,3/1/2011,0
15835,3/1/2011,0
18190,3/1/2011,0
16161,3/1/2011,0
13993,3/1/2011,0
17848,3/1/2011,0
17581,3/1/2011,1
14114,3/1/2011,0
15447,3/1/2011,0
17019,3/1/2011,1
15694,3/1/2011,1
14085,3/1/2011,1
16315,3/1/2011,0
14978,3/1/2011,0
16395,3/1/2011,0
15510,3/1/2011,0
16503,3/1/2011,0
13614,3/1/2011,0
15513,3/1/2011,1
13246,3/1/2011,0
14215,3/1/2011,0
18092,3/1/2011,0
17744,3/1/2011,0
15916,3/1/2011,0
15687,3/1/2011,1
18085,3/1/2011,0
16775,3/1/2011,0
16493,3/1/2011,0
12490,3/1/2011,0
12672,3/1/2011,0
12708,3/1/2011,0
13385,3/1/2011,0
12474,3/1/2011,1
15626,3/1/2011,0
15615,3/1/2011,1
16233,3/1/2011,0
18229,3/1/2011,1
13777,3/1/2011,1
12553,3/1/2011,1
15213,3/1/2011,0
13854,3/1/2011,1
12877,3/1/2011,0
13090,3/1/2011,1
14175,3/1/2011,0
18106,3/1/2011,0
14646,3/1/2011,1
17685,3/1/2011,1
15159,3/1/2011,1
15033,3/1/2011,0
15570,3/1/2011,0
14329,3/1/2011,1
17402,3/1/2011,0
16638,3/1/2011,1
14156,3/1/2011,1
17954,3/1/2011,0
14099,3/1/2011,0
15854,3/1/2011,1
13455,3/1/2011,0
17961,3/1/2011,0
16746,3/1/2011,0
16401,3/1/2011,1
16206,3/1/2011,0
13782,3/1/2011,0
12924,3/1/2011,0
16593,3/1/2011,0
15535,3/1/2011,0
12989,3/1/2011,1
13700,3/1/2011,0
13064,3/1/2011,0
13048,3/1/2011,0
18069,3/1/2011,0
13634,3/1/2011,0
14404,3/1/2011,1
16059,3/1/2011,1
16843,3/1/2011,0
17064,3/1/2011,0
17609,3/1/2011,0
15673,3/1/2011,0
12779,3/1/2011,1
12872,3/1/2011,0
12626,3/1/2011,0
14976,3/1/2011,0
12388,3/1/2011,0
13527,3/1/2011,0
13155,3/1/2011,0
15696,3/1/2011,1
14176,3/1/2011,0
15316,3/1/2011,0
12673,3/1/2011,0
18223,3/1/2011,1
15296,3/1/2011,0
17988,3/1/2011,0
17690,3/1/2011,0
12820,3/1/2011,0
13001,3/1/2011,1
13982,3/1/2011,0
14101,3/1/2011,1
14525,3/1/2011,0
17288,3/1/2011,0
14667,3/1/2011,0
15596,3/1/2011,0
14898,3/1/2011,0
13769,3/1/2011,0
13209,3/1/2011,0
14238,3/1/2011,0
17730,3/1/2011,1
13983,3/1/2011,0
13929,3/1/2011,0
14657,3/1/2011,0
15738,3/1/2011,1
13859,3/1/2011,0
18212,3/1/2011,0
14292,3/1/2011,1
13883,3/1/2011,1
18233,3/1/2011,0
17018,3/1/2011,0
14242,3/1/2011,0
14688,3/1/2011,1
12356,3/1/2011,0
12346,3/1/2011,0
13898,3/1/2011,0
16948,3/1/2011,0
17491,3/1/2011,1
16997,3/1/2011,0
12527,3/1/2011,0
14696,3/1/2011,0
15395,3/1/2011,0
18118,3/1/2011,1
15023,3/1/2011,1
13984,3/1/2011,0
12510,3/1/2011,0
13693,3/1/2011,0
14415,3/1/2011,0
13263,3/1/2011,1
14428,3/1/2011,0
17576,3/1/2011,1
12451,3/1/2011,0
12422,3/1/2011,0
17419,3/1/2011,1
17708,3/1/2011,0
17091,3/1/2011,0
14090,3/1/2011,0
14769,3/1/2011,1
16904,3/1/2011,1
17722,3/1/2011,0
15606,3/1/2011,1
13520,3/1/2011,1
12826,3/1/2011,0
17097,3/1/2011,0
14307,3/1/2011,0
15831,3/1/2011,0
13310,3/1/2011,0
17611,3/1/2011,1
14916,3/1/2011,0
17602,3/1/2011,0
17231,3/1/2011,0
14572,3/1/2011,1
13502,3/1/2011,0
14784,3/1/2011,0
15938,3/1/2011,0
12637,3/1/2011,0
17418,3/1/2011,0
14779,3/1/2011,0
16321,3/1/2011,0
15529,3/1/2011,1
15262,3/1/2011,0
17787,3/1/2011,0
17862,3/1/2011,0
14735,3/1/2011,1
16892,3/1/2011,0
12402,3/1/2011,0
12747,3/1/2011,1
17771,3/1/2011,0
15422,3/1/2011,0
14062,3/1/2011,0
13008,3/1/2011,0
14770,3/1/2011,0
16912,3/1/2011,0
14309,3/1/2011,0
14713,3/1/2011,0
15174,3/1/2011,0
14895,3/1/2011,0
12594,3/1/2011,1
18061,3/1/2011,0
17504,3/1/2011,1
17890,3/1/2011,0
16387,3/1/2011,0
12664,3/1/2011,0
16618,3/1/2011,1
17277,3/1/2011,0
14441,3/1/2011,1
13999,3/1/2011,0
14088,3/1/2011,0
16928,3/1/2011,0
17094,3/1/2011,0
13969,3/1/2011,0
17238,3/1/2011,1
14692,3/1/2011,0
14092,3/1/2011,0
12970,3/1/2011,0
16210,3/1/2011,0
18239,3/1/2011,0
17306,3/1/2011,1
18037,3/1/2011,0
17799,3/1/2011,0
15658,3/1/2011,0
17677,3/1/2011,1
17889,3/1/2011,0
17644,3/1/2011,1
17714,3/1/2011,0
12916,3/1/2011,1
17769,3/1/2011,1
14450,3/1/2011,0
16085,3/1/2011,0
13659,3/1/2011,0
16931,3/1/2011,0
15167,3/1/2011,0
13050,3/1/2011,1
15443,3/1/2011,0
13230,3/1/2011,0
14224,3/1/2011,0
17858,3/1/2011,1
13742,3/1/2011,0
17673,3/1/2011,1
12727,3/1/2011,1
16983,3/1/2011,0
14068,3/1/2011,0
13068,3/1/2011,0
16477,3/1/2011,0
14744,3/1/2011,0
14796,3/1/2011,1
14368,3/1/2011,0
15497,3/1/2011,0
16558,3/1/2011,1
12559,3/1/2011,0
13819,3/1/2011,0
14501,3/1/2011,0
14782,3/1/2011,0
16782,3/1/2011,0
17861,3/1/2011,0
14334,3/1/2011,1
14439,3/1/2011,0
17591,3/1/2011,1
18161,3/1/2011,0
15820,3/1/2011,0
18136,3/1/2011,0
16660,3/1/2011,0
12693,3/1/2011,0
12625,3/1/2011,0
13396,3/1/2011,0
15179,3/1/2011,0
12935,3/1/2011,0
16730,3/1/2011,0
14541,3/1/2011,0
16168,3/1/2011,0
15078,3/1/2011,1
13551,3/1/2011,0
12421,3/1/2011,0
12691,3/1/2011,0
15797,3/1/2011,0
13117,3/1/2011,0
15052,3/1/2011,0
17001,3/1/2011,1
14130,3/1/2011,0
15222,3/1/2011,0
13615,3/1/2011,0
13901,3/1/2011,1
14113,3/1/2011,0
13158,3/1/2011,0
18075,3/1/2011,1
18077,3/1/2011,0
12348,3/1/2011,0
14257,3/1/2011,0
14409,3/1/2011,0
15218,3/1/2011,1
14543,3/1/2011,0
15110,3/1/2011,0
14534,3/1/2011,1
15967,3/1/2011,0
16757,3/1/2011,0
12854,3/1/2011,0
18144,3/1/2011,1
13815,3/1/2011,0
18008,3/1/2011,1
18277,3/1/2011,0
14849,3/1/2011,0
14389,3/1/2011,0
17236,3/1/2011,0
16531,3/1/2011,0
13703,3/1/2011,0
15339,3/1/2011,0
12744,3/1/2011,0
13198,3/1/2011,0
12709,3/1/2011,1
16222,3/1/2011,0
17460,3/1/2011,0
14341,3/1/2011,0
13168,3/1/2011,0
16943,3/1/2011,0
17515,3/1/2011,0
17082,3/1/2011,0
14248,3/1/2011,0
12609,3/1/2011,0
13002,3/1/2011,0
16133,3/1/2011,0
13049,3/1/2011,0
14548,3/1/2011,0
13405,3/1/2011,0
14049,3/1/2011,0
15777,3/1/2011,0
16043,3/1/2011,0
15812,3/1/2011,1
13837,3/1/2011,0
17118,3/1/2011,0
12472,3/1/2011,1
17735,3/1/2011,1
14616,3/1/2011,0
14233,3/1/2011,0
17888,3/1/2011,0
17075,3/1/2011,0
14243,3/1/2011,0
16714,3/1/2011,0
13098,3/1/2011,1
17027,3/1/2011,0
12347,3/1/2011,0
12591,3/1/2011,0
17786,3/1/2011,0
16124,3/1/2011,0
16409,3/1/2011,0
13754,3/1/2011,0
15227,3/1/2011,0
12997,3/1/2011,0
17372,3/1/2011,0
13890,3/1/2011,0
15215,3/1/2011,0
16918,3/1/2011,0
16882,3/1/2011,0
14442,3/1/2011,0
16496,3/1/2011,0
12764,3/1/2011,0
14440,3/1/2011,0
17311,3/1/2011,0
15910,3/1/2011,0
16949,3/1/2011,0
14560,3/1/2011,1
16700,3/1/2011,1
14709,3/1/2011,1
14970,3/1/2011,0
14701,3/1/2011,1
12645,3/1/2011,0
12468,3/1/2011,0
16767,3/1/2011,1
13506,3/1/2011,0
14738,3/1/2011,0
15827,3/1/2011,0
14290,3/1/2011,0
17540,3/1/2011,0
14239,3/1/2011,1
18125,3/1/2011,0
13328,3/1/2011,0
13174,3/1/2011,0
15549,3/1/2011,0
15864,3/1/2011,0
14662,3/1/2011,0
17180,3/1/2011,0
15057,3/1/2011,1
12574,3/1/2011,0
14146,3/1/2011,1
17404,3/1/2011,1
13330,3/1/2011,0
13552,3/1/2011,1
12853,3/1/2011,0
13538,3/1/2011,1
12726,3/1/2011,1
16755,3/1/2011,0
14133,3/1/2011,0
16327,3/1/2011,1
16523,3/1/2011,1
15527,3/1/2011,0
15547,3/1/2011,0
14659,3/1/2011,0
13141,3/1/2011,0
15365,3/1/2011,0
13707,3/1/2011,0
15079,3/1/2011,0
12431,3/1/2011,0
13709,3/1/2011,0
14051,3/1/2011,1
18016,3/1/2011,0
17329,3/1/2011,0
12377,3/1/2011,0
14401,3/1/2011,0
17920,3/1/2011,0
14532,3/1/2011,0
14805,3/1/2011,0
17062,3/1/2011,0
16897,3/1/2011,0
15579,3/1/2011,0
16985,3/1/2011,1
13148,3/1/2011,1
14595,3/1/2011,0
16770,3/1/2011,0
13161,3/1/2011,0
15415,3/1/2011,0
17431,3/1/2011,0
16816,3/1/2011,0
17463,3/1/2011,0
14502,3/1/2011,0
13869,3/1/2011,1
12528,3/1/2011,0
17239,3/1/2011,0
12720,3/1/2011,1
12731,3/1/2011,1
13324,3/1/2011,0
15448,3/1/2011,0
16570,3/1/2011,1
17314,3/1/2011,0
17220,3/1/2011,1
18245,3/1/2011,0
12476,3/1/2011,0
17373,3/1/2011,0
18145,3/1/2011,0
14467,3/1/2011,0
12908,3/1/2011,0
17621,3/1/2011,0
15144,3/1/2011,0
14776,3/1/2011,0
17894,3/1/2011,0
12668,3/1/2011,1
16403,3/1/2011,0
16407,3/1/2011,0
17580,3/1/2011,0
17619,3/1/2011,0
12778,3/1/2011,0
17256,3/1/2011,0
17604,3/1/2011,0
14006,3/1/2011,0
13600,3/1/2011,0
15058,3/1/2011,0
17375,3/1/2011,0
15881,3/1/2011,0
15240,3/1/2011,0
14496,3/1/2011,0
17147,3/1/2011,0
13881,3/1/2011,1
16612,3/1/2011,0
14627,3/1/2011,0
18055,3/1/2011,0
17356,3/1/2011,0
17884,3/1/2011,0
12477,3/1/2011,0
12836,3/1/2011,0
14850,3/1/2011,0
13939,3/1/2011,0
16745,3/1/2011,1
17228,3/1/2011,0
13606,3/1/2011,0
13494,3/1/2011,0
13802,3/1/2011,1
12929,3/1/2011,0
16419,3/1/2011,0
17035,3/1/2011,0
15203,3/1/2011,0
16515,3/1/2011,0
12373,3/1/2011,0
18202,3/1/2011,0
12775,3/1/2011,0
14549,3/1/2011,0
15981,3/1/2011,1
16110,3/1/2011,0
17376,3/1/2011,0
16011,3/1/2011,0
13110,3/1/2011,1
16716,3/1/2011,0
12676,3/1/2011,0
15940,3/1/2011,0
15971,3/1/2011,0
15838,3/1/2011,1
14665,3/1/2011,0
14457,3/1/2011,0
17863,3/1/2011,1
15589,3/1/2011,0
14411,3/1/2011,0
17560,3/1/2011,0
15226,3/1/2011,0
14460,3/1/2011,0
16156,3/1/2011,0
13728,3/1/2011,0
14127,3/1/2011,0
16378,3/1/2011,0
13894,3/1/2011,0
13824,3/1/2011,0
18250,3/1/2011,0
15270,3/1/2011,0
14188,3/1/2011,0
18017,3/1/2011,0
17912,3/1/2011,0
15421,3/1/2011,0
17446,3/1/2011,0
16717,3/1/2011,0
12414,3/1/2011,0
14443,3/1/2011,0
14798,3/1/2011,0
12990,3/1/2011,0
17223,3/1/2011,0
12350,3/1/2011,0
16992,3/1/2011,0
17337,3/1/2011,0
16405,3/1/2011,0
17071,3/1/2011,0
13873,3/1/2011,0
12600,3/1/2011,0
17362,3/1/2011,0
13394,3/1/2011,1
12502,3/1/2011,1
16333,3/1/2011,1
16030,3/1/2011,0
14044,3/1/2011,0
16684,3/1/2011,1
13800,3/1/2011,0
17672,3/1/2011,0
12464,3/1/2011,0
12662,3/1/2011,0
18178,3/1/2011,0
17214,3/1/2011,0
13581,3/1/2011,0
14540,3/1/2011,0
13539,3/1/2011,0
15885,3/1/2011,0
14497,3/1/2011,0
17507,3/1/2011,0
13208,3/1/2011,0
17334,3/1/2011,0
13871,3/1/2011,1
16938,3/1/2011,0
14466,3/1/2011,1
12754,3/1/2011,0
12410,3/1/2011,0
17929,3/1/2011,0
14778,3/1/2011,0
12567,3/1/2011,0
17517,3/1/2011,0
17226,3/1/2011,0
13137,3/1/2011,0
13725,3/1/2011,0
13309,3/1/2011,0
12842,3/1/2011,0
16109,3/1/2011,0
17291,3/1/2011,0
15090,3/1/2011,0
15199,3/1/2011,0
13911,3/1/2011,0
14194,3/1/2011,1
14842,3/1/2011,0
17293,3/1/2011,0
16456,3/1/2011,0
17392,3/1/2011,0
13584,3/1/2011,0
17105,3/1/2011,0
14438,3/1/2011,0
12956,3/1/2011,0
15781,3/1/2011,0
14410,3/1/2011,0
14600,3/1/2011,0
14952,3/1/2011,0
17302,3/1/2011,0
16686,3/1/2011,0
17613,3/1/2011,1
13334,3/1/2011,0
17692,3/1/2011,0
13955,3/1/2011,0
17162,3/1/2011,0
17774,3/1/2011,0
13809,3/1/2011,0
15407,3/1/2011,0
15577,3/1/2011,0
16332,3/1/2011,0
18225,3/1/2011,1
14048,3/1/2011,0
16945,3/1/2011,1
18102,3/1/2011,1
14293,3/1/2011,0
14030,3/1/2011,0
14475,3/1/2011,0
17859,3/1/2011,0
16458,3/1/2011,0
12576,3/1/2011,0
16265,3/1/2011,1
16553,3/1/2011,1
16037,3/1/2011,0
15753,3/1/2011,0
12599,3/1/2011,0
17655,3/1/2011,0
16713,3/1/2011,0
14562,3/1/2011,0
16951,3/1/2011,0
16998,3/1/2011,0
13133,3/1/2011,0
17881,3/1/2011,0
12721,3/1/2011,0
15843,3/1/2011,0
17083,3/1/2011,0
15970,3/1/2011,0
13590,3/1/2011,0
17537,3/1/2011,0
12401,3/1/2011,0
16143,3/1/2011,0
17412,3/1/2011,0
12462,3/1/2011,0
16607,3/1/2011,0
17843,3/1/2011,0
17358,3/1/2011,0
13706,3/1/2011,0
17940,3/1/2011,0
17686,3/1/2011,0
14431,3/1/2011,0
15809,3/1/2011,0
12561,3/1/2011,0
17377,3/1/2011,1
14465,3/1/2011,0
18093,3/1/2011,0
16027,3/1/2011,0
12857,3/1/2011,0
18230,3/1/2011,0
18168,3/1/2011,0
16425,3/1/2011,0
17850,3/1/2011,0
16711,3/1/2011,0
16842,3/1/2011,0
14081,3/1/2011,0
12931,3/1/2011,0
15796,3/1/2011,0
12967,3/1/2011,0
14555,3/1/2011,0
17790,3/1/2011,0
15114,3/1/2011,0
17809,3/1/2011,0
15544,3/1/2011,0
15133,3/1/2011,1
17705,3/1/2011,0
18087,3/1/2011,0
17924,3/1/2011,0
12897,3/1/2011,0
17512,3/1/2011,1
15550,3/1/2011,0
13021,3/1/2011,0
14676,3/1/2011,1
12505,3/1/2011,0
12913,3/1/2011,0
18159,3/1/2011,0
14304,3/1/2011,0
15299,3/1/2011,1
15638,3/1/2011,0
12943,3/1/2011,0
13875,3/1/2011,1
15856,3/1/2011,1
15406,3/1/2011,0
18084,3/1/2011,0
17282,3/1/2011,0
17126,3/1/2011,0
16434,3/1/2011,0
17050,3/1/2011,1
17085,3/1/2011,0
17454,3/1/2011,0
13171,3/1/2011,0
17472,3/1/2011,0
17255,3/1/2011,0
16084,3/1/2011,0
17667,3/1/2011,0
12507,3/1/2011,0
17937,3/1/2011,1
14631,3/1/2011,0
16098,3/1/2011,0
13381,3/1/2011,0
12963,3/1/2011,0
15236,3/1/2011,0
12621,3/1/2011,1
17659,3/1/2011,0
17346,3/1/2011,0
13475,3/1/2011,1
17829,3/1/2011,0
13717,3/1/2011,0
13157,3/1/2011,0
14644,3/1/2011,0
12993,3/1/2011,0
17571,3/1/2011,0
12867,3/1/2011,1
16979,3/1/2011,0
16738,3/1/2011,0
15122,3/1/2011,0
13848,3/1/2011,0
17612,3/1/2011,0
15811,3/1/2011,0
17348,3/1/2011,0
13893,3/1/2011,0
13941,3/1/2011,0
14035,3/1/2011,1
13623,3/1/2011,0
14346,3/1/2011,0
16431,3/1/2011,0
12616,3/1/2011,0
16317,3/1/2011,0
14935,3/1/2011,0
14825,3/1/2011,0
16073,3/1/2011,0
14477,3/1/2011,0
17819,3/1/2011,0
14760,3/1/2011,0
17530,3/1/2011,0
13880,3/1/2011,0
14897,3/1/2011,0
15810,3/1/2011,0
16509,3/1/2011,0
14386,3/1/2011,0
12455,3/1/2011,0
17567,3/1/2011,1
14530,3/1/2011,1
15670,3/1/2011,0
12653,3/1/2011,0
16126,3/1/2011,0
15759,3/1/2011,0
15024,3/1/2011,0
14609,3/1/2011,0
15356,3/1/2011,0
13414,3/1/2011,0
12823,3/1/2011,1
12352,3/1/2011,1
12372,3/1/2011,0
14944,3/1/2011,0
16494,3/1/2011,0
14959,3/1/2011,0
16148,3/1/2011,0
18219,3/1/2011,0
17422,3/1/2011,0
17175,3/1/2011,0
18257,3/1/2011,0
17857,3/1/2011,0
14107,3/1/2011,1
13305,3/1/2011,0
13327,3/1/2011,1
12362,3/1/2011,0
13018,3/1/2011,1
13718,3/1/2011,0
15382,3/1/2011,0
14754,3/1/2011,0
17865,3/1/2011,1
13151,3/1/2011,0
13178,3/1/2011,0
12654,3/1/2011,0
18116,3/1/2011,0
13085,3/1/2011,0
15903,3/1/2011,0
15785,3/1/2011,0
16556,3/1/2011,0
18138,3/1/2011,0
14379,3/1/2011,0
14211,3/1/2011,0
14371,3/1/2011,0
13425,3/1/2011,0
12852,3/1/2011,0
15228,3/1/2011,0
13012,3/1/2011,0
16182,3/1/2011,0
13489,3/1/2011,0
12714,3/1/2011,0
13904,3/1/2011,0
14057,3/1/2011,1
15755,3/1/2011,0
16393,3/1/2011,0
13932,3/1/2011,0
16726,3/1/2011,0
13799,3/1/2011,0
13951,3/1/2011,0
16765,3/1/2011,0
18172,3/1/2011,0
16566,3/1/2011,0
12891,3/1/2011,0
16466,3/1/2011,0
14878,3/1/2011,0
16115,3/1/2011,0
14162,3/1/2011,0
13301,3/1/2011,0
14803,3/1/2011,0
17838,3/1/2011,0
13744,3/1/2011,0
12988,3/1/2011,0
17323,3/1/2011,0
12707,3/1/2011,0
18094,3/1/2011,0
15129,3/1/2011,1
12423,3/1/2011,1
17361,3/1/2011,0
18155,3/1/2011,0
15321,3/1/2011,0
13477,3/1/2011,0
15065,3/1/2011,0
16980,3/1/2011,1
15146,3/1/2011,0
14639,3/1/2011,0
12365,3/1/2011,0
13410,3/1/2011,0
13044,3/1/2011,0
16441,3/1/2011,0
16014,3/1/2011,0
17526,3/1/2011,0
14520,3/1/2011,0
17994,3/1/2011,0
16546,3/1/2011,0
13038,3/1/2011,0
17002,3/1/2011,0
15722,3/1/2011,0
16349,3/1/2011,0
16913,3/1/2011,0
17442,3/1/2011,0
18114,3/1/2011,0
15303,3/1/2011,0
12845,3/1/2011,0
18188,3/1/2011,0
16045,3/1/2011,0
16907,3/1/2011,0
16573,3/1/2011,0
13421,3/1/2011,0
18196,3/1/2011,0
